business_name,tier,geography,invoice_count_90d,invoice_value_90d,estimate_count_90d,estimate_value_90d,order_count_90d,order_value_90d,receivable_amount,overdue_amount,buyer_app_enabled,has_active_price_list,has_active_cohort,health_reason,last_invoice_at,last_buyer_app_activity_at
BHAVISHYA  TECHNOLOGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
rahul 9160721823,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Srigana technologies  6301369061,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIKANTH  3030,,,0,0.00,1,5655.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHREE SANTOSHI ELECTRONICS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-10 18:30:00+00,
H G N  CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BLOCHIVE TECHNOLOGYS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
K.R.FOODS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
M.GOVIND PRASAD,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SVS COMMUNICATION,,,0,0.00,1,20580.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-16 18:30:00+00,
AAKRUTI ENGINEERING,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-17 18:30:00+00,
ARUN 9951280919,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
B. PRAVEEN KUMAR,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BALAJEE ARUN EDUCATIONAL SOCIETY 9391848289,,,0,0.00,2,773525.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BALU 9966377886,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BANU 5811,,,0,0.00,1,33700.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
G Rohith Reddy,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HARI GOUD,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
INTERACTIVE DATA SYSTEMS LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
JANARDAN 1895,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
JKR SECURITY SYSTEMS 9182696789,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
K R TECHNOLOGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KISHAN RAJ,,,0,0.00,1,26275.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KM ELETR36,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KRANTHI 9642232069,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
kumavth 8790646536,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANOHAR,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MOHAN,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MOJES 8125430108,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Shyam 9959975942,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Srinivas 9885851620,,,0,0.00,2,60860.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.TAJAUDDIN 5022,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MS.KHAN 7451,,,0,0.00,1,49250.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MUKESH 9785,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KARTHIKEYAN 1226,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-19 18:30:00+00,
NL Security 7893146361,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PUNITH N  6896,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
R.K. ELECTRICALS,,,0,0.00,1,50220.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
radheshyam 8374232474,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
rajkumar 4556,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMESHWAR KUMAR 2315,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAVI KUMAR 4335,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RITHESH {43905},,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RS IT SERVICES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
S V ELECTRONICS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SAI KIRAN,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SAI ENTER PRICES CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
santhosh 7272,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SATCOM&DIGITAL SOLUTIONS PRIVATE LIMITED 9246117733,,,0,0.00,1,68800.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-16 18:30:00+00,
shashank 4949,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVA R,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVARAM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SOMNATH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI KRISHNA INC,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIDHAR 4740,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-14 18:30:00+00,
SRIKANTH 4748,,,0,0.00,1,18215.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRINIVAS REDDY 0639,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Sudha Digital Lobby 7702754007,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SUDHEER MARIYALA,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SURESH 9573657206,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TULASI NAGA 8977687115,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJENDER 9901,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VINAY 9559,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VXL STEELS 8886428644,,,0,0.00,1,10485.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SANTOSH  7370,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SURENDHAR REDDY 5150,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Yashwanth 8500033888,,,0,0.00,2,105995.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BESMILLA HOTAL  1783,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Sathish Patil 7730077120,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ARUN CHARULU 4622,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SREE ABAYANJANEYA SWAMI DEVA STANAM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RS AIR CONDITIONERS HYDERABAD PRIVATE LIMITED 9885440990,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Amar 9705380975,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KISHORE KUMAR 6166,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-02 18:30:00+00,
G VIJAY BHASKAR 8771,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRINIVAS 9908706655,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRINIVAS 8008884944,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-21 18:30:00+00,
Mr. Lakshman Madugula 7416422726,,,0,0.00,1,13260.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ANIL KUMAR  0089,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Nithin Reddy 9392569128,,"{'city': None, 'state': None, 'address': 'Gachibowli', 'country': None, 'pincode': None}",0,0.00,2,61285.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ARAVIND 1661,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ARJ SECURITY SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Ayyappa CCTV 9618812645,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BALU 3092,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BHARATH 2107,,,0,0.00,1,15385.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BHAVANI SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DEEPAK 1062,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Dharmendar,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
JAGAN COMPUTERS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KALAYANI RAFAEL ADVANCE SYSTEM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Matha Nilayam 9490508232,,,0,0.00,1,42360.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mohammed 9849095824,,,0,0.00,1,21850.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MOHIT 8919201414,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Arun Kumar 9573424225,,,0,0.00,4,91420.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. K VEMA REDDY 1799,,,0,0.00,1,37950.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. MUBASHIR,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. TS Rao 9492327475,,,0,0.00,2,81950.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Asrar 8106950574,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.RAJESH 1612,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-16 18:30:00+00,
Mr.Ramesh 9959201962,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PRADEEP 3295,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAJ 5208,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
S CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
sai dhonakonda,,,0,0.00,1,23904.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVA  2478,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SANGEETHA 6663,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
santosh kumar  3391,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SATHYANARAYANA 4811,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Secure CCTV security systems  8374303588,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
shree srinivasa jewellers,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Smart Technical System 9849724891,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI SAI ELECTRONICS & COMPUTERS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIDHAR REDDY 2226,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRINIVASA SECURITY SOLUTIONS 9948124586,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SVS ENTERPRISES 0951,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SYED MOHEED 7097094376,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TECHNO BUSINESS SERVICES 9100692496,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TEKSA INTERIO,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
THE EMERALD DARK OWNERS ASSOCIATION ANNOJIGUDA 3000,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
THOTA MOUNIKA 8090,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TURUMURTHY 6560,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VAINATEYA 9347346458,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VARADI TECNALOGE,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VEERA NARAYANA 5816,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJAY 9980120417,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJAY KUMAR 7207771162,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BOOR NARSINGA 9933,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAM 2659,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Ravindra Singhania 9704965166,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI VIGNESWARA LOGISTICS 7842982414,,,0,0.00,1,137000.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAJA 8387,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
M M INFOTEK,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJAY K,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVA RAM 5516,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MULTYBYTE MARKETING INDIA CO.,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BONNA GOPI 9959890979,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Shankar 9247874349,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GAGANA ENTERPRISES 9346294467,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
N4D Enterprises 8121047576,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BALAKRISHNA 2809,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-12 18:30:00+00,
D.RAJU[2411],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANASA 7207992940,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AHMED  3720,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
AM ENTERPRISES 7989327726,,,0,0.00,1,23620.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
L MALLAIAH 0573,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
"Havya Sri Sai Bike Zone,  Borampet",,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Vibe Dental Studio  9959975995,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HANUMAN SECURTY SOLUTIONS 70139 63377,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Ravi 9849224384,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",0,0.00,2,104760.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ALTAF 16250,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ARVIND KUMAR,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
B BABU 9849768934,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Confident Pride 9705109955,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DAMODAR REDDY 9858,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Akash Catalog Test Customer,,,0,0.00,0,0.00,0,0.00,0.00,0.00,True,False,True,insufficient_history,,
DAYA 8681844248,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Divvi's Security and Network Solutions  9542309309,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
FAUZAN SECURITY SYSTEMS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GAYATHRI ENTERPRISES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-03-31 18:30:00+00,
HARSHA,,,0,0.00,1,52160.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SUJATHA  GUNDA,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Kailash Mani Ashok CCTV Dealer Uppal,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KANCHARLA SUBRAMANYAM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KARTHIK  9030007891,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KS TECHNOLOGIES SYESTEM,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Madhav Murthy 21707,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MAHESH 9030562493,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANJUNATH CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR .MURALI  1618,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR. AKRAM 0786,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. John 8520049469,,,0,0.00,1,24900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Kumar 8106591758,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Sai 8143188463,,,0,0.00,2,43670.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR..MD.MAROOF 0127,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.ABHISHEK JAKSANI 9000544408,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.ANEESH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Lokesh 8939493579,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr.Shiva 6281946462,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Venkat 9121510888,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MUZAMMIL 9492862731,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAGA BHUSHAN 1568,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NAGA RAJU 9704587870,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PARESH 9849014315,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,inactive,,
Prashanth 9966345616,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PRAVEEN 9030225543,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
PS TECHNOLOGIES,,,0,0.00,1,242370.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
QHT Aesthetic (OPC) Private Limited 9761220696,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RADHIKA 8106875909,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMANA REDDY 7473,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SANTHOSH4995,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SHIVA 9888266645,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SILICON SOLAR SYSTEMS 9849760822,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-07 18:30:00+00,
SNACK N SIP 8885825300,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI SRINIVASA AGENCY 8125887776,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIDHAR[0503],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIDHAR [9568],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRIKANTH CCTV 9989307772,,,0,0.00,1,20168.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
STEPHAN REDDY,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
STAR SOLUTION 2519,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HIMANSHU 8328537606,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Swarnalok Educational Trust 7674941913,,,0,0.00,1,536900.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
TABASSUM 3150,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
RAMU 1761,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",0,0.00,2,57435.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
To,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
UNIQUE SYSTEMS  9885616966,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
upender 9948641438,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
venkatesh 9022,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VENKATESH 2338,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIJETH REDDY 1093,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
VIRCHOW LABORATORIES LIMITED,,,0,0.00,1,26650.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ROSHAN AUTO SPARE PART 9010166661,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MS MANVENTEK INDUSTRIES PRIVATE LIMITED,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KANDI SRINIVAS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MR.B.VENKAT REDDY 9999,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-01 18:30:00+00,
SS TECHNO SOLUTIONS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,True,False,False,insufficient_history,,
M J TECHNOLGIES,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
HOLY MARY 9246538677,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Joseph 9948597959,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Trinetra Tech Solutions 9505085959,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
MANOJ 5168,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SOFT TECH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-19 18:30:00+00,
RAMESH 8806,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
KONDA REDDY 9860,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
GOWREESWARA ELECTRICAL WORKS 9912410940,,,0,0.00,5,224340.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-12 18:30:00+00,
Mr.Nagendhar 9666034447,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
NEW GRAND CCTV,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
SRI VINAYAKA IT ZONE 98408 10886,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
JAHANAVI BUILDING INTERNAL WORKS,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
IBRAHIM TECH,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Mr. Srinivas 9391237561,,,0,0.00,1,13870.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
7989119875 Aditya Suppliers,,,0,0.00,1,13395.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Avantika's Aparna Apartment 9866889009,,,0,0.00,2,218480.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
BABU RAO [3030],,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
bhagavanth  9606226213,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
CHAVAN TIME CENTRE 9030219126,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
CreditAccess Grameen Limited,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
Dhana Computers,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DIGITALML SOLUTIONS PVT LTD,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
DYULOKHA FASHIONS PRIVATE LIMITED 9505929337,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
ecko telesystems,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,,
LAXMANDAS NAMALA,,,0,0.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-07 18:30:00+00,
